tweet_id,retweet_count,favorite_count
796116448414461957,2244,8614
796080075804475393,2158,8004
796031486298386433,3492,10239
795464331001561088,21891,46621
795400264262053889,2677,9462
795076730285391872,5079,15304
794983741416415232,3148,0
794926597468000259,2153,9653
794355576146903043,9633,0
794332329137291264,2529,9101
794205286408003585,3103,8742
793962221541933056,4557,15862
793845145112371200,1739,8746
793614319594401792,2918,0
793601777308463104,1511,7545
793500921481273345,2225,10083
793286476301799424,8573,23281
793271401113350145,2239,8226
793256262322548741,7774,18871
793241302385262592,3064,9950
793226087023144960,2706,9256
793210959003287553,2600,8449
793195938047070209,5257,14395
793180763617361921,1858,6533
793165685325201412,2620,8871
793150605191548928,1592,5829
793135492858580992,2348,6056
793120401413079041,3671,11987
792913359805018113,3698,13537
792883833364439040,3990,10675
792773781206999040,1568,6977
792394556390137856,4004,12669
792050063153438720,1666,6761
791821351946420224,19634,0
791784077045166082,8849,0
791780927877898241,3545,0
791774931465953280,20689,42599
791672322847637504,2918,11109
791406955684368384,3845,12461
791312159183634433,2358,8299
791026214425268224,3793,0
790987426131050500,1981,9284
790946055508652032,4372,15826
790723298204217344,2139,0
790698755171364864,1798,7786
790581949425475584,6623,19487
790337589677002753,1763,7404
790277117346975746,2945,11862
790227638568808452,3293,0
789986466051088384,2139,8776
789960241177853952,3809,0
789903600034189313,3872,9756
789628658055020548,1638,7062
789599242079838210,1786,6356
789530877013393408,3148,11058
789314372632018944,2129,8181
789280767834746880,4576,0
789268448748703744,2435,8620
789137962068021249,2600,9204
788908386943430656,11675,25988
788765914992902144,9633,25817
788552643979468800,6631,0
788412144018661376,4908,14674
788178268662984705,1967,6867
788150585577050112,1196,5767
788070120937619456,3201,0
788039637453406209,1220,5774
787810552592695296,2832,8130
787717603741622272,2578,9683
787397959788929025,2657,10302
787322443945877504,1621,7367
787111942498508800,6281,0
786963064373534720,7404,25197
786729988674449408,2269,0
786709082849828864,5710,17322
786664955043049472,2359,10024
786595970293370880,2903,8946
786363235746385920,3206,10248
786286427768250368,2635,7542
786233965241827333,4358,14354
786051337297522688,145,1353
786036967502913536,6480,0
785927819176054784,2974,10770
785872687017132033,1667,6321
785639753186217984,2100,7438
785533386513321988,1832,8553
785515384317313025,1157,5769
785264754247995392,1513,6878
785170936622350336,4482,11321
784826020293709826,3000,9549
784517518371221505,2357,8460
784431430411685888,1181,5432
784183165795655680,7441,18894
784057939640352768,10320,27994
783839966405230592,10003,28293
783821107061198850,1822,6952
783695101801398276,2981,9837
783466772167098368,2073,7940
783391753726550016,5073,15943
783347506784731136,5130,0
783334639985389568,10839,27380
783085703974514689,2016,7704
782969140009107456,6865,22758
782747134529531904,1316,7048
782722598790725632,4995,16228
782598640137187329,1763,7364
782305867769217024,5113,15661
782021823840026624,5712,0
781955203444699136,3126,10527
781661882474196992,2510,9847
781655249211752448,1047,3765
781524693396357120,5124,19525
781308096455073793,2375,6718
781251288990355457,1922,7898
781163403222056960,2572,9249
780931614150983680,6708,20431
780858289093574656,1856,6779
780800785462489090,1198,5175
780601303617732608,3115,11393
780543529827336192,1623,5930
780496263422808064,3411,0
780476555013349377,103,0
780459368902959104,1000,4980
780192070812196864,2076,8183
780092040432480260,2121,0
780074436359819264,4556,11390
779834332596887552,6480,17693
779377524342161408,2874,8224
779124354206535695,16944,0
779056095788752897,4192,13839
778990705243029504,6631,18681
778774459159379968,9116,0
778764940568104960,337,819
778748913645780993,1203,6434
778650543019483137,1385,5402
778624900596654080,940,4327
778408200802557953,3993,12826
778396591732486144,11294,0
778383385161035776,1018,5494
778286810187399168,3054,9705
778039087836069888,2453,7959
778027034220126208,1489,6178
777953400541634568,3256,0
777885040357281792,1510,5978
777684233540206592,2716,10578
777641927919427584,3905,0
777621514455814149,2331,8192
777189768882946048,3971,13265
776819012571455488,12546,0
776813020089548800,1111,4594
776477788987613185,2549,8211
776249906839351296,8415,0
776218204058357768,14649,28005
776201521193218049,2330,8995
776113305656188928,4013,11069
776088319444877312,141,1709
775898661951791106,15464,0
775842724423557120,2454,10995
775733305207554048,3691,13031
775729183532220416,4263,12231
775364825476165632,2708,6927
775350846108426240,3615,9541
775085132600442880,4355,14585
774757898236878852,1650,8111
774639387460112384,1610,6346
774314403806253056,5059,20474
773985732834758656,3576,10129
773922284943896577,1619,6035
773704687002451968,1494,6215
773670353721753600,1220,5038
773547596996571136,5670,20752
773336787167145985,4655,0
773308824254029826,6929,21921
773247561583001600,2994,8853
773191612633579521,3791,9356
772877495989305348,3569,8028
772826264096874500,2201,7553
772615324260794368,3106,0
772581559778025472,1579,6081
772193107915964416,1285,5657
772152991789019136,1048,3578
772117678702071809,686,3540
772114945936949249,440,2577
772102971039580160,861,3763
771908950375665664,1749,6165
771770456517009408,3131,11253
771500966810099713,2414,7744
771380798096281600,4655,9886
771171053431250945,6869,0
771136648247640064,2700,8578
771102124360998913,1325,5844
771014301343748096,1533,6459
770787852854652928,1100,4603
770772759874076672,1320,4874
770655142660169732,1663,6896
770414278348247044,1921,5925
770293558247038976,1351,5830
770093767776997377,2803,0
770069151037685760,2118,7121
769940425801170949,8807,29191
769695466921623552,1559,6022
769335591808995329,7105,0
769212283578875904,1592,5065
768970937022709760,5979,13344
768909767477751808,2430,0
768855141948723200,820,3918
768609597686943744,1095,3842
768596291618299904,1184,4731
768554158521745409,5367,0
768473857036525572,3151,12741
768193404517830656,3256,10160
767884188863397888,1263,4453
767754930266464257,4938,14935
767500508068192258,2141,7021
767191397493538821,3456,11494
767122157629476866,2630,9518
766793450729734144,1248,4728
766714921925144576,345,2458
766693177336135680,726,3783
766423258543644672,1448,5616
766313316352462849,1728,6325
766078092750233600,2410,0
766069199026450432,769,3928
766008592277377025,456,3525
765719909049503744,1986,6788
765669560888528897,1127,4835
765395769549590528,3099,25047
765371061932261376,1998,6654
765222098633691136,3106,10884
764857477905154048,1642,6056
764259802650378240,1383,5618
763956972077010945,49,731
763837565564780549,3793,11724
763183847194451968,1352,5048
763167063695355904,2743,0
763103485927849985,2109,6907
762699858130116608,3293,11333
762471784394268675,5887,10491
762464539388485633,3809,9610
762316489655476224,1027,4491
762035686371364864,14246,29712
761976711479193600,1817,5027
761750502866649088,3576,0
761745352076779520,792,4003
761672994376806400,26636,46135
761599872357261312,1095,3876
761371037149827077,16590,0
761334018830917632,1331,4813
761292947749015552,998,4174
761227390836215808,1437,4980
761004547850530816,3201,10622
760893934457552897,886,3567
760656994973933572,1745,6155
760641137271070720,1185,4661
760539183865880579,3326,7060
760521673607086080,1277,3911
760290219849637889,10534,25007
760252756032651264,795,3694
760190180481531904,1645,5340
760153949710192640,28,0
759943073749200896,1926,5515
759846353224826880,1793,6268
759793422261743616,1756,5565
759557299618865152,1101,4384
759447681597108224,2269,7927
759446261539934208,453,1561
759197388317847553,1798,5688
759159934323924993,1065,0
759099523532779520,3808,13577
759047813560868866,1844,6053
758854675097526272,839,3317
758828659922702336,3541,10453
758740312047005698,1495,5366
758474966123810816,912,3544
758467244762497024,2025,4467
758405701903519748,1756,4858
758355060040593408,956,3145
758099635764359168,9116,17654
758041019896193024,338,2523
757741869644341248,3016,6399
757729163776290825,7185,0
757725642876129280,1108,4245
757611664640446465,1004,4283
757597904299253760,277,0
757596066325864448,954,4059
757400162377592832,6299,14105
757393109802180609,1574,5429
757354760399941633,1298,4200
756998049151549440,1830,5861
756939218950160384,1831,6196
756651752796094464,1190,4688
756526248105566208,3287,9681
756303284449767430,1002,3681
756288534030475264,16260,41087
756275833623502848,1402,5962
755955933503782912,2618,6811
755206590534418437,4892,15258
755110668769038337,10155,19667
754874841593970688,7218,0
754856583969079297,2307,6425
754747087846248448,476,2407
754482103782404096,1785,4920
754449512966619136,671,3497
754120377874386944,2158,7363
753655901052166144,1987,5436
753420520834629632,3227,7319
753398408988139520,1725,5345
753375668877008896,2121,7121
753298634498793472,5192,0
753294487569522689,955,3116
753039830821511168,19126,34499
753026973505581056,874,3642
752932432744185856,6281,11719
752917284578922496,1437,6487
752701944171524096,2609,0
752682090207055872,1456,5586
752660715232722944,1418,4065
752568224206688256,2078,5102
752519690950500352,3148,6841
752334515931054080,1006,3585
752309394570878976,14861,0
752173152931807232,1667,5527
751950017322246144,830,2841
751937170840121344,1195,4820
751830394383790080,1784,5427
751793661361422336,2609,5382
751598357617971201,2824,7389
751583847268179968,1001,4089
751538714308972544,1144,4699
751456908746354688,920,3000
751251247299190784,5375,11705
751205363882532864,1662,5887
751132876104687617,1180,4719
750868782890057730,1242,4446
750719632563142656,4576,12227
750506206503038976,1046,4127
750429297815552001,3905,12269
750383411068534784,1038,4255
750381685133418496,26,669
750147208377409536,872,2900
750132105863102464,1175,3353
750117059602808832,1204,4044
750101899009982464,773,2838
750086836815486976,490,2019
750071704093859840,3022,7227
750056684286914561,816,2945
750041628174217216,565,2958
750026558547456000,716,2519
750011400160841729,818,2999
749996283729883136,754,2825
749981277374128128,2271,4770
749774190421639168,1205,4342
749417653287129088,1507,5658
749403093750648834,489,2432
749395845976588288,3143,7947
749317047558017024,2039,5085
749075273010798592,1879,5353
749064354620928000,1402,4490
749036806121881602,728,2881
748977405889503236,3124,10002
748932637671223296,2051,5401
748705597323898880,874,2582
748699167502000129,1452,4399
748692773788876800,1224,3945
748575535303884801,1802,5620
748568946752774144,606,2039
748346686624440324,1119,4840
748337862848962560,3723,7038
748324050481647620,689,3444
748307329658011649,652,3438
748220828303695873,7087,13105
747963614829678593,1950,5367
747933425676525569,2346,6161
747885874273214464,878,2716
747844099428986880,673,2616
747816857231626240,1053,4491
747651430853525504,143,1269
747648653817413632,5308,11934
747600769478692864,520,2161
747594051852075008,946,3408
747512671126323200,1470,5116
747461612269887489,938,3581
747439450712596480,1749,5025
747242308580548608,2620,0
747219827526344708,1433,4881
747204161125646336,828,3119
747103485104099331,3612,8857
746906459439529985,269,2711
746872823977771008,1935,5548
746818907684614144,1591,4942
746790600704425984,1456,4514
746757706116112384,3545,8816
746726898085036033,1633,5615
746542875601690625,1741,4675
746521445350707200,898,0
746507379341139972,989,4335
746369468511756288,1482,5744
746131877086527488,1992,6371
746056683365994496,738,3314
745789745784041472,961,3653
745712589599014916,2120,6483
745433870967832576,2301,6521
745422732645535745,2189,7933
745314880350101504,2474,6596
745074613265149952,3176,7252
745057283344719872,2048,6735
744995568523612160,566,2730
744971049620602880,2436,7286
744709971296780288,1430,5216
744334592493166593,1924,6325
744234799360020481,70397,144278
744223424764059648,324,1529
743980027717509120,1000,3882
743895849529389061,875,3393
743835915802583040,1862,0
743609206067040256,1268,4149
743595368194129920,5940,16899
743545585370791937,858,3271
743510151680958465,3410,7386
743253157753532416,1117,3924
743222593470234624,1728,5721
743210557239623680,1232,3553
742534281772302336,3268,6537
742528092657332225,1790,4091
742465774154047488,3588,6730
742423170473463808,3411,9067
742385895052087300,1772,6273
742161199639494656,1242,3991
742150209887731712,1394,4702
741793263812808706,1380,4211
741743634094141440,2489,7537
741438259667034112,744,3409
741303864243200000,2910,8109
741099773336379392,5007,9200
741067306818797568,2803,8835
740995100998766593,2460,5810
740711788199743490,859,3138
740699697422163968,706,2644
740676976021798912,6192,16781
740373189193256964,12096,32433
740365076218183684,385,2241
740359016048689152,794,3042
740214038584557568,1780,6169
739979191639244800,5367,18446
739932936087216128,983,3743
739844404073074688,785,3519
739623569819336705,1236,3490
739606147276148736,1490,4978
739544079319588864,19205,36370
739485634323156992,2635,6588
739238157791694849,52675,106792
738891149612572673,6,89
738885046782832640,1042,3496
738883359779196928,719,3034
738537504001953792,1392,4694
738402415918125056,737,3002
738184450748633089,1104,3960
738166403467907072,3030,8052
738156290900254721,584,2278
737826014890496000,1600,4821
737800304142471168,3161,9243
737678689543020544,1192,4618
737445876994609152,4042,9423
737322739594330112,730,3313
737310737551491075,6733,13478
736736130620620800,1538,3868
736392552031657984,6631,16293
736365877722001409,1111,3658
736225175608430592,2536,7474
736010884653420544,2694,7234
735991953473572864,1032,3292
735648611367784448,1007,3724
735635087207878657,2133,5651
735274964362878976,4533,12013
735256018284875776,801,3055
735137028879360001,878,2874
734912297295085568,470,2537
734787690684657664,5746,11531
734776360183431168,487,2318
734559631394082816,353,1374
733828123016450049,714,3293
733822306246479872,923,3385
733482008106668032,852,2877
733460102733135873,1135,3862
733109485275860992,15464,49223
732732193018155009,481,2224
732726085725589504,794,3288
732585889486888962,712,3349
732375214819057664,2276,7413
732005617171337216,4863,13662
731285275100512256,899,3216
731156023742988288,1140,3539
730924654643314689,1781,5622
